Personnel ID,First Name,Last Name,Gender Description,Age,Duty Description,Duty Location,"Employee Status 
(1-4)",Pay Grade,Start Date
HI524345,Patricia,Miller, Female,58,Rigger , Cranes and Heavy Lifting Equipment,3,22,6/1/2020
HI527236,Linda,Brown, Female,59,Rigger , Dry Docks,1,25,6/1/2020
HI514523,Sarah,Rodriguez, Female,37,Rigger , Fabrication Shops,1,25,6/1/2020
HI243725,Thomas,Garcia, Male,37,Rigger , Storage Areas,2,22,6/8/2020
HI911431,James,Miller, Unknown,45,Rigger , Dry Docks,4,25,6/15/2020
HI326260,James,Davis, Male,30,Rigger , Outfitting Docks,1,22,6/22/2020
HI722444,Barbara,Williams, Female,56,Rigger , Cranes and Heavy Lifting Equipment,2,25,7/6/2020
HI409638,Linda,Garcia, Unknown,54,Rigger , Dry Docks,2,22,7/6/2020
HI381875,Jennifer,Williams, Unknown,58,Rigger , Administrative Offices,3,28,7/13/2020
HI216977,Jessica,Martinez, Female,22,Rigger , Paint Shops,4,18,7/20/2020
HI077871,Charles,Davis, Male,50,Rigger , Administrative Offices,1,22,8/3/2020
HI135293,Richard,Martinez, Male,27,Rigger , Wet Docks,4,22,8/10/2020
HI737758,Patricia,Brown, Female,40,Rigger , Testing Facilities,3,18,8/24/2020
HI628799,Jennifer,Johnson, Female,26,Rigger , Wet Docks,2,18,8/31/2020
HI336614,David,Jones, Unknown,52,Rigger , Storage Areas,3,18,9/14/2020
HI982478,Jennifer,Brown, Female,40,Rigger , Storage Areas,2,18,9/14/2020
HI595359,John,Martinez, Male,44,Rigger , Storage Areas,4,28,9/14/2020
HI451517,John,Smith, Male,54,Rigger , Administrative Offices,3,22,9/21/2020
HI107423,David,Johnson, Male,60,Rigger , Paint Shops,1,28,9/21/2020
HI450014,John,Williams, Male,32,Rigger , Testing Facilities,1,25,10/5/2020
HI289061,Jessica,Williams, Unknown,27,Rigger , Paint Shops,1,22,10/19/2020
HI262247,Thomas,Davis, Male,23,Rigger , Fabrication Shops,2,22,10/26/2020
HI579632,Sarah,Williams, Female,63,Rigger , Fabrication Shops,2,18,11/2/2020
HI953430,Sarah,Garcia, Female,28,Rigger , Cranes and Heavy Lifting Equipment,1,25,12/7/2020
HI575164,John,Smith, Male,46,Rigger , Administrative Offices,1,18,12/14/2020
HI326434,Patricia,Martinez, Female,33,Rigger , Storage Areas,3,28,12/21/2020
HI239355,Barbara,Jones, Female,40,Rigger , Dry Docks,3,18,12/21/2020
HI138021,James,Jones, Male,36,Rigger , Cranes and Heavy Lifting Equipment,4,28,12/21/2020
HI821578,John,Miller, Male,60,Rigger , Dry Docks,2,22,1/4/2021
HI626016,Thomas,Brown, Male,33,Rigger , Wet Docks,2,18,1/4/2021
HI992982,Karen,Williams, Female,63,Rigger , Storage Areas,3,18,1/4/2021
HI916604,Elizabeth,Rodriguez, Female,58,Rigger , Fabrication Shops,2,22,1/11/2021
HI074544,Joseph,Miller, Unknown,63,Rigger , Paint Shops,4,25,1/18/2021
HI662835,Barbara,Garcia, Female,20,Rigger , Paint Shops,3,18,1/25/2021
HI428291,Michael,Smith, Male,57,Rigger , Outfitting Docks,4,25,1/25/2021
HI000757,Joseph,Rodriguez, Male,63,Rigger , Administrative Offices,4,25,2/1/2021
HI158119,Joseph,Johnson, Male,51,Rigger , Paint Shops,1,22,3/1/2021
HI371158,Richard,Williams, Male,24,Rigger , Outfitting Docks,1,28,3/1/2021
HI729054,Barbara,Martinez, Female,21,Rigger , Storage Areas,2,28,3/15/2021
HI218253,Charles,Davis, Male,37,Rigger , Testing Facilities,2,25,3/22/2021
HI053067,Charles,Davis, Male,33,Rigger , Storage Areas,4,22,4/5/2021
HI634817,Mary,Rodriguez, Female,20,Rigger , Outfitting Docks,3,22,4/5/2021
HI020170,Linda,Garcia, Female,46,Rigger , Fabrication Shops,1,28,4/12/2021
HI891620,Robert,Martinez, Male,52,Rigger , Slipways,3,28,4/19/2021
HI598689,Joseph,Jones, Male,22,Rigger , Testing Facilities,4,18,4/19/2021
HI678218,Elizabeth,Martinez, Female,51,Rigger , Testing Facilities,2,28,4/19/2021
HI078679,Sarah,Garcia, Female,46,Rigger , Testing Facilities,1,25,5/3/2021
HI203114,Robert,Johnson, Male,28,Rigger , Slipways,3,18,5/3/2021
HI383811,Richard,Martinez, Male,53,Rigger , Administrative Offices,3,25,5/3/2021
HI341459,Thomas,Jones, Male,42,Rigger , Paint Shops,3,25,5/17/2021
HI799780,Linda,Martinez, Female,47,Rigger , Outfitting Docks,3,18,5/24/2021
HI611753,Susan,Garcia, Female,39,Rigger , Fabrication Shops,1,28,5/31/2021
HI585746,Sarah,Jones, Unknown,33,Rigger , Dry Docks,2,28,6/14/2021
HI054246,Barbara,Rodriguez, Female,23,Rigger , Testing Facilities,3,25,6/28/2021
HI652975,Linda,Davis, Female,34,Rigger , Slipways,3,28,6/28/2021
HI019230,Richard,Johnson, Male,25,Rigger , Outfitting Docks,1,28,7/5/2021
HI215699,Mary,Johnson, Female,23,Rigger , Wet Docks,4,18,7/5/2021
HI061091,Mary,Jones, Female,44,Rigger , Wet Docks,1,28,7/5/2021
HI011029,Mary,Williams, Female,45,Rigger , Paint Shops,4,18,7/12/2021
HI408135,Patricia,Davis, Female,57,Rigger , Slipways,2,22,7/12/2021
HI890942,Linda,Johnson, Female,44,Rigger , Storage Areas,3,25,7/26/2021
HI137034,Jessica,Smith, Female,30,Rigger , Testing Facilities,2,22,7/26/2021
HI045587,David,Martinez, Male,32,Rigger , Cranes and Heavy Lifting Equipment,3,22,7/26/2021
HI497442,Susan,Smith, Female,42,Rigger , Outfitting Docks,1,22,8/2/2021
HI195358,Robert,Brown, Male,52,Rigger , Testing Facilities,3,22,8/9/2021
HI558980,Robert,Williams, Unknown,38,Rigger , Administrative Offices,4,28,8/16/2021
HI038143,Linda,Jones, Female,50,Rigger , Administrative Offices,4,28,8/16/2021
HI784460,Thomas,Garcia, Unknown,31,Rigger , Outfitting Docks,3,25,8/30/2021
HI973528,Michael,Smith, Male,30,Rigger , Dry Docks,4,18,9/6/2021
HI670591,Robert,Williams, Male,25,Rigger , Slipways,2,25,9/6/2021
HI233220,Richard,Johnson, Unknown,23,Rigger , Outfitting Docks,2,28,9/20/2021
HI015962,Elizabeth,Davis, Female,31,Rigger , Fabrication Shops,3,28,9/27/2021
HI820330,James,Johnson, Male,20,Rigger , Dry Docks,3,18,9/27/2021
HI263285,Sarah,Garcia, Female,43,Rigger , Paint Shops,2,25,10/11/2021
HI322574,William,Smith, Male,34,Rigger , Slipways,3,18,10/11/2021
HI748322,Jennifer,Smith, Female,52,Rigger , Administrative Offices,3,28,10/25/2021
HI925599,John,Miller, Male,29,Rigger , Paint Shops,3,25,11/1/2021
HI917368,Jessica,Smith, Female,53,Rigger , Testing Facilities,1,22,11/1/2021
HI606864,Patricia,Garcia, Female,52,Rigger , Testing Facilities,1,22,11/8/2021
HI859640,Elizabeth,Smith, Female,50,Rigger , Cranes and Heavy Lifting Equipment,3,18,11/8/2021
HI403553,Richard,Williams, Male,61,Rigger , Outfitting Docks,1,18,11/8/2021
HI978229,David,Smith, Male,31,Rigger , Fabrication Shops,3,18,11/22/2021
HI548394,Michael,Williams, Male,42,Rigger , Storage Areas,2,25,12/6/2021
HI213338,Thomas,Rodriguez, Male,23,Rigger , Paint Shops,2,25,12/6/2021
HI351519,Elizabeth,Martinez, Female,25,Rigger , Paint Shops,1,28,12/20/2021
HI168627,Barbara,Williams, Female,26,Rigger , Paint Shops,4,25,1/3/2022
HI629303,Charles,Johnson, Male,23,Rigger , Outfitting Docks,3,25,2/14/2022
HI658287,Thomas,Garcia, Male,53,Rigger , Cranes and Heavy Lifting Equipment,4,18,2/21/2022
HI273351,Mary,Rodriguez, Female,64,Rigger , Administrative Offices,3,18,2/28/2022
HI549530,Patricia,Rodriguez, Female,23,Rigger , Administrative Offices,4,28,3/14/2022
HI712996,Karen,Jones, Female,49,Rigger , Wet Docks,3,28,3/14/2022
HI310936,John,Johnson, Male,20,Rigger , Wet Docks,3,18,3/14/2022
HI871277,Robert,Martinez, Male,40,Rigger , Administrative Offices,3,25,3/28/2022
HI163471,John,Williams, Male,54,Rigger , Dry Docks,1,28,4/4/2022
HI634072,Sarah,Garcia, Female,60,Rigger , Slipways,3,25,4/18/2022
HI375269,James,Rodriguez, Male,36,Rigger , Paint Shops,1,28,4/25/2022
HI056373,Jessica,Martinez, Female,64,Rigger , Fabrication Shops,3,22,4/25/2022
HI177165,Thomas,Garcia, Male,47,Rigger , Fabrication Shops,3,22,5/2/2022
HI577149,Patricia,Miller, Female,23,Rigger , Slipways,3,28,5/9/2022
HI563374,David,Davis, Male,34,Rigger , Storage Areas,4,28,5/9/2022
HI962610,Linda,Williams, Female,29,Rigger , Administrative Offices,3,22,5/16/2022
HI807087,William,Rodriguez, Male,40,Rigger , Testing Facilities,2,22,5/16/2022
HI973644,Thomas,Williams, Male,61,Rigger , Cranes and Heavy Lifting Equipment,1,25,5/16/2022
HI645300,Charles,Johnson, Male,55,Rigger , Paint Shops,3,25,5/30/2022
HI666811,Jessica,Rodriguez, Female,60,Rigger , Fabrication Shops,3,25,6/13/2022
HI789842,Susan,Williams, Female,31,Rigger , Fabrication Shops,3,28,6/13/2022
HI551285,Linda,Smith, Female,25,Rigger , Wet Docks,2,28,6/20/2022
HI597790,David,Rodriguez, Male,48,Rigger , Paint Shops,2,25,7/11/2022
HI506978,Thomas,Williams, Male,44,Rigger , Testing Facilities,2,22,7/18/2022
HI709686,John,Smith, Male,53,Rigger , Wet Docks,2,22,7/25/2022
HI532791,James,Jones, Male,52,Rigger , Fabrication Shops,3,22,7/25/2022
HI268172,Jennifer,Martinez, Unknown,21,Rigger , Outfitting Docks,2,28,7/25/2022
HI421018,Karen,Smith, Female,40,Rigger , Outfitting Docks,1,25,8/1/2022
HI067676,James,Martinez, Male,34,Rigger , Testing Facilities,2,28,8/8/2022
HI040835,Barbara,Jones, Female,46,Rigger , Storage Areas,2,22,8/15/2022
HI134161,William,Martinez, Male,26,Rigger , Dry Docks,4,28,8/15/2022
HI754650,William,Garcia, Male,20,Rigger , Administrative Offices,4,18,8/15/2022
HI582287,Jennifer,Brown, Female,18,Rigger , Dry Docks,2,28,8/22/2022
HI467856,Mary,Davis, Female,45,Rigger , Storage Areas,2,25,9/19/2022
HI467950,Karen,Davis, Female,26,Rigger , Outfitting Docks,3,25,9/19/2022
HI665559,Jennifer,Martinez, Female,52,Rigger , Outfitting Docks,3,28,10/3/2022
HI342525,Elizabeth,Brown, Female,55,Rigger , Cranes and Heavy Lifting Equipment,1,25,10/31/2022
HI109153,Thomas,Brown, Male,20,Rigger , Testing Facilities,4,22,11/7/2022
HI289170,Sarah,Miller, Female,63,Rigger , Paint Shops,2,18,11/14/2022
HI408666,Sarah,Williams, Female,29,Rigger , Dry Docks,1,28,11/14/2022
HI916861,Charles,Garcia, Male,19,Rigger , Testing Facilities,4,25,11/14/2022
HI451705,David,Miller, Male,54,Rigger , Slipways,4,22,11/21/2022
HI439656,William,Miller, Male,33,Rigger , Dry Docks,2,22,11/21/2022
HI334004,Michael,Brown, Male,51,Rigger , Dry Docks,3,28,11/21/2022
HI370139,Elizabeth,Rodriguez, Female,22,Rigger , Testing Facilities,3,22,11/28/2022
HI723045,John,Johnson, Male,32,Rigger , Testing Facilities,2,18,11/28/2022
HI910915,Sarah,Jones, Female,62,Rigger , Storage Areas,3,18,11/28/2022
HI291326,Jessica,Jones, Female,56,Rigger , Paint Shops,3,18,12/5/2022
HI228670,Jessica,Williams, Female,49,Rigger , Testing Facilities,2,28,12/12/2022
HI144096,Jessica,Davis, Female,33,Rigger , Administrative Offices,3,28,12/12/2022
HI377494,Barbara,Smith, Unknown,65,Rigger , Paint Shops,1,25,12/19/2022
HI389688,Joseph,Williams, Male,20,Rigger , Testing Facilities,3,28,1/2/2023
HI146017,Elizabeth,Smith, Female,64,Rigger , Storage Areas,2,25,1/9/2023
HI381608,Elizabeth,Jones, Female,61,Rigger , Dry Docks,2,18,1/9/2023
HI249076,Robert,Garcia, Male,53,Rigger , Testing Facilities,3,28,1/16/2023
HI962021,Linda,Rodriguez, Unknown,33,Rigger , Slipways,2,25,1/23/2023
HI922168,David,Martinez, Male,44,Rigger , Testing Facilities,3,22,2/6/2023
HI422682,James,Brown, Unknown,21,Rigger , Testing Facilities,4,25,2/6/2023
HI988668,Jessica,Martinez, Female,19,Rigger , Dry Docks,2,18,2/6/2023
HI836637,Barbara,Johnson, Unknown,24,Rigger , Storage Areas,3,25,2/13/2023
HI179371,Susan,Johnson, Female,46,Rigger , Paint Shops,2,18,2/27/2023
HI741793,Mary,Johnson, Female,28,Rigger , Dry Docks,4,18,3/6/2023
HI878758,Patricia,Johnson, Female,44,Rigger , Testing Facilities,1,25,3/20/2023
HI309133,Jessica,Miller, Female,25,Rigger , Paint Shops,1,25,3/27/2023
HI084950,Thomas,Jones, Male,61,Rigger , Dry Docks,1,28,4/3/2023
HI011911,Joseph,Miller, Male,61,Rigger , Dry Docks,1,25,4/10/2023
HI131379,Susan,Martinez, Unknown,42,Rigger , Fabrication Shops,2,28,4/24/2023
HI840223,Michael,Miller, Male,39,Rigger , Slipways,2,18,4/24/2023
HI519632,Jennifer,Garcia, Female,45,Rigger , Administrative Offices,3,22,4/24/2023
HI465327,Sarah,Garcia, Female,20,Rigger , Outfitting Docks,2,28,5/1/2023
HI394744,Linda,Davis, Female,62,Rigger , Administrative Offices,2,28,5/15/2023
HI929965,Thomas,Brown, Male,30,Rigger , Testing Facilities,2,22,5/15/2023
HI988722,Jessica,Williams, Female,57,Rigger , Storage Areas,2,28,5/15/2023
HI267965,Joseph,Smith, Male,42,Rigger , Fabrication Shops,3,28,5/22/2023
HI267869,Thomas,Miller, Male,51,Rigger , Storage Areas,4,18,5/29/2023
HI914958,Karen,Johnson, Female,47,Rigger , Storage Areas,1,18,5/29/2023
HI710700,Mary,Jones, Female,38,Rigger , Slipways,2,25,5/29/2023
HI329742,Linda,Brown, Female,40,Rigger , Cranes and Heavy Lifting Equipment,4,28,6/19/2023
HI647831,Linda,Miller, Female,25,Rigger , Paint Shops,2,25,6/19/2023
HI016184,Michael,Williams, Unknown,54,Rigger , Outfitting Docks,2,25,6/19/2023
HI773461,Karen,Miller, Female,27,Rigger , Paint Shops,1,28,6/26/2023
HI682455,Michael,Rodriguez, Male,64,Rigger , Outfitting Docks,4,28,8/14/2023
HI823556,Linda,Rodriguez, Female,59,Rigger , Storage Areas,2,22,8/14/2023
HI045572,Robert,Garcia, Male,32,Rigger , Wet Docks,2,28,8/21/2023
HI518984,Michael,Davis, Male,36,Rigger , Slipways,3,18,8/28/2023
HI835551,Linda,Rodriguez, Unknown,40,Rigger , Fabrication Shops,3,25,8/28/2023
HI415678,Thomas,Garcia, Male,19,Rigger , Administrative Offices,2,18,9/4/2023
HI271262,Linda,Davis, Female,42,Rigger , Administrative Offices,2,25,9/11/2023
HI916950,John,Smith, Male,55,Rigger , Storage Areas,2,25,9/18/2023
HI200886,Jessica,Martinez, Female,28,Rigger , Dry Docks,3,22,10/2/2023
HI644064,Jessica,Miller, Female,63,Rigger , Administrative Offices,3,28,10/30/2023
HI594167,Joseph,Smith, Male,47,Rigger , Wet Docks,1,28,10/30/2023
HI252204,Charles,Martinez, Male,42,Rigger , Wet Docks,3,25,11/6/2023
HI289473,Thomas,Martinez, Male,56,Rigger , Storage Areas,1,28,11/13/2023
HI981640,David,Smith, Male,64,Rigger , Testing Facilities,1,18,11/20/2023
HI405164,Sarah,Jones, Female,49,Rigger , Cranes and Heavy Lifting Equipment,4,28,11/27/2023
HI573452,Mary,Johnson, Female,62,Rigger , Administrative Offices,2,28,11/27/2023
HI606873,Elizabeth,Brown, Female,64,Rigger , Outfitting Docks,3,25,12/18/2023
HI430321,Linda,Jones, Female,29,Rigger , Storage Areas,2,25,12/25/2023
HI727435,Linda,Miller, Female,60,Rigger , Cranes and Heavy Lifting Equipment,2,28,12/25/2023
HI776816,Joseph,Rodriguez, Male,24,Rigger , Paint Shops,2,25,1/1/2024
HI784742,Patricia,Williams, Female,50,Rigger , Slipways,2,18,1/8/2024
HI471039,David,Williams, Unknown,50,Rigger , Cranes and Heavy Lifting Equipment,2,25,1/29/2024
HI802229,Michael,Brown, Male,23,Rigger , Administrative Offices,1,28,2/5/2024
HI539383,Elizabeth,Brown, Female,41,Rigger , Storage Areas,4,25,2/19/2024
HI666340,Elizabeth,Williams, Female,29,Rigger , Cranes and Heavy Lifting Equipment,1,22,2/19/2024
HI079055,Linda,Brown, Female,26,Rigger , Outfitting Docks,2,28,3/11/2024
HI229231,Elizabeth,Brown, Female,49,Rigger , Slipways,3,22,3/18/2024
HI766190,William,Garcia, Male,41,Rigger , Dry Docks,3,25,3/18/2024
HI875411,John,Smith, Male,26,Rigger , Dry Docks,2,18,3/18/2024
HI687146,Elizabeth,Johnson, Female,50,Rigger , Outfitting Docks,1,25,4/1/2024
HI902537,James,Miller, Male,29,Rigger , Dry Docks,3,28,4/1/2024
HI876416,Michael,Rodriguez, Male,22,Rigger , Fabrication Shops,4,18,4/8/2024
HI530729,Elizabeth,Smith, Female,39,Rigger , Outfitting Docks,4,25,4/15/2024
HI411025,Jessica,Rodriguez, Unknown,44,Rigger , Administrative Offices,2,28,4/29/2024
HI619494,Sarah,Rodriguez, Unknown,62,Rigger , Fabrication Shops,3,28,4/29/2024
HI362810,John,Garcia, Male,55,Rigger , Paint Shops,3,28,5/20/2024
HI305364,William,Jones, Male,49,Rigger , Administrative Offices,4,28,5/27/2024
HI184740,Thomas,Williams, Male,29,Rigger , Slipways,2,25,6/3/2024
HI567362,Jennifer,Rodriguez, Female,25,Rigger , Storage Areas,1,25,6/10/2024
HI530131,Elizabeth,Rodriguez, Female,60,Rigger , Slipways,3,28,6/17/2024
HI152504,Thomas,Williams, Male,32,Rigger , Testing Facilities,3,22,6/24/2024
HI340585,Barbara,Williams, Female,28,Rigger , Testing Facilities,4,28,7/1/2024
HI229854,John,Williams, Male,43,Rigger , Paint Shops,1,25,7/8/2024
HI186965,James,Brown, Male,45,Rigger , Storage Areas,4,25,7/8/2024
HI802306,Patricia,Rodriguez, Female,56,Rigger , Paint Shops,4,18,7/8/2024
HI644537,James,Rodriguez, Male,32,Rigger , Wet Docks,1,28,7/8/2024
HI602055,Jessica,Martinez, Female,54,Rigger , Testing Facilities,1,22,7/15/2024
HI353419,Elizabeth,Martinez, Female,36,Rigger , Administrative Offices,4,18,7/15/2024
HI319636,Mary,Smith, Female,43,Rigger , Storage Areas,3,28,7/15/2024
HI436045,Sarah,Williams, Female,46,Rigger , Storage Areas,2,22,7/22/2024
HI451418,John,Miller, Unknown,43,Rigger , Administrative Offices,4,28,7/29/2024
HI035635,Patricia,Garcia, Female,23,Rigger , Outfitting Docks,1,18,7/29/2024
HI614564,Sarah,Garcia, Female,31,Rigger , Slipways,3,18,7/29/2024
HI687419,Richard,Johnson, Male,54,Rigger , Administrative Offices,1,22,8/5/2024
HI194072,John,Smith, Male,59,Rigger , Dry Docks,1,28,8/26/2024
HI441265,John,Jones, Male,53,Rigger , Dry Docks,3,28,8/26/2024
HI666125,Patricia,Brown, Female,44,Rigger , Paint Shops,4,22,8/26/2024
HI378142,Sarah,Smith, Female,18,Rigger , Slipways,2,18,9/2/2024
HI820687,Barbara,Martinez, Female,51,Rigger , Administrative Offices,2,28,9/9/2024
HI309410,Susan,Johnson, Female,59,Rigger , Cranes and Heavy Lifting Equipment,3,18,9/16/2024
HI819919,Karen,Smith, Female,48,Rigger , Storage Areas,3,25,9/16/2024
HI406049,Charles,Williams, Male,47,Rigger , Testing Facilities,2,18,9/30/2024
HI478720,Mary,Smith, Female,29,Rigger , Fabrication Shops,3,28,9/30/2024
HI990420,Robert,Rodriguez, Male,36,Rigger , Dry Docks,3,28,9/30/2024
HI154127,Elizabeth,Smith, Female,39,Rigger , Fabrication Shops,1,22,10/7/2024
HI544371,Patricia,Rodriguez, Female,27,Rigger , Fabrication Shops,2,22,10/21/2024
HI940483,Linda,Davis, Female,62,Rigger , Fabrication Shops,3,18,10/28/2024
HI228152,Susan,Miller, Female,22,Rigger , Cranes and Heavy Lifting Equipment,3,28,11/4/2024
HI529596,William,Johnson, Male,50,Rigger , Fabrication Shops,1,22,11/4/2024
HI725770,Patricia,Williams, Female,25,Rigger , Storage Areas,3,22,11/11/2024
HI159162,Barbara,Martinez, Female,34,Rigger , Testing Facilities,3,25,11/11/2024
HI536289,Sarah,Martinez, Female,32,Rigger , Outfitting Docks,2,25,11/18/2024
HI939406,Barbara,Smith, Female,41,Rigger , Fabrication Shops,1,25,11/18/2024
HI166416,Karen,Martinez, Female,63,Rigger , Dry Docks,2,18,11/25/2024
HI331420,Jennifer,Martinez, Female,60,Rigger , Cranes and Heavy Lifting Equipment,3,25,12/9/2024
HI959228,Karen,Williams, Female,36,Rigger , Cranes and Heavy Lifting Equipment,2,25,12/9/2024
HI770347,Susan,Davis, Female,19,Rigger , Cranes and Heavy Lifting Equipment,4,18,12/23/2024
HI171429,Susan,Brown, Female,30,Rigger , Storage Areas,1,22,12/23/2024
HI499045,Linda,Garcia, Female,39,Rigger , Storage Areas,2,22,12/30/2024
HI669420,Barbara,Johnson, Female,63,Rigger , Slipways,1,22,8/4/2003
HI001418,Richard,Williams, Male,53,Rigger , Slipways,2,22,8/11/2003
HI800100,James,Rodriguez, Male,34,Rigger , Testing Facilities,3,25,9/8/2003
HI055676,David,Smith, Unknown,30,Rigger , Storage Areas,3,25,10/6/2003
HI319769,Richard,Davis, Unknown,32,Rigger , Outfitting Docks,3,22,10/20/2003
HI952535,Karen,Rodriguez, Unknown,43,Rigger , Testing Facilities,2,18,11/3/2003
HI125082,Mary,Johnson, Female,41,Rigger , Slipways,3,28,12/1/2003
HI424122,William,Jones, Male,55,Rigger , Dry Docks,1,18,12/8/2003
HI243217,Charles,Miller, Male,52,Rigger , Storage Areas,2,25,12/15/2003
HI303539,Richard,Jones, Male,65,Rigger , Paint Shops,1,18,12/22/2003
HI083719,Richard,Rodriguez, Male,19,Rigger , Fabrication Shops,2,18,12/22/2003
HI156525,Jessica,Garcia, Female,44,Rigger , Slipways,3,22,12/22/2003
HI619855,William,Johnson, Male,57,Rigger , Testing Facilities,4,28,12/29/2003
HI322687,Susan,Jones, Female,39,Rigger , Outfitting Docks,4,28,1/12/2004
HI687197,Karen,Garcia, Female,28,Rigger , Slipways,3,22,2/16/2004
HI471945,Mary,Jones, Female,29,Rigger , Administrative Offices,2,25,3/15/2004
HI376988,William,Rodriguez, Male,53,Rigger , Paint Shops,1,22,4/26/2004
HI743909,Charles,Williams, Male,58,Rigger , Paint Shops,2,25,5/17/2004
HI457128,Jennifer,Martinez, Unknown,50,Rigger , Wet Docks,1,28,5/24/2004
HI095911,Linda,Davis, Unknown,49,Rigger , Cranes and Heavy Lifting Equipment,1,25,5/31/2004
HI944248,Charles,Jones, Unknown,59,Rigger , Outfitting Docks,3,18,6/21/2004
HI573300,Richard,Rodriguez, Unknown,30,Rigger , Fabrication Shops,3,18,6/28/2004
HI865765,Jessica,Brown, Female,43,Rigger , Paint Shops,2,25,7/5/2004
HI325629,Sarah,Brown, Female,63,Rigger , Testing Facilities,2,22,7/5/2004
HI301044,Jennifer,Davis, Female,21,Rigger , Testing Facilities,2,18,9/27/2004
HI709727,Thomas,Rodriguez, Male,22,Rigger , Dry Docks,1,25,9/27/2004
HI912621,Barbara,Rodriguez, Female,35,Rigger , Cranes and Heavy Lifting Equipment,2,28,10/18/2004
HI309324,Barbara,Garcia, Female,27,Rigger , Paint Shops,4,28,12/6/2004
HI147421,Mary,Jones, Female,36,Rigger , Wet Docks,4,22,12/20/2004
HI734726,Linda,Rodriguez, Female,27,Rigger , Storage Areas,4,28,12/27/2004
HI506585,John,Garcia, Male,24,Rigger , Dry Docks,4,28,1/10/2005
HI080310,Patricia,Johnson, Female,56,Rigger , Storage Areas,3,25,2/7/2005
HI607201,Patricia,Williams, Female,57,Rigger , Cranes and Heavy Lifting Equipment,3,28,2/14/2005
HI863391,Linda,Miller, Female,53,Rigger , Testing Facilities,1,22,4/18/2005
HI066511,Karen,Smith, Female,45,Rigger , Fabrication Shops,2,25,5/9/2005
HI523820,David,Martinez, Male,65,Rigger , Wet Docks,2,18,5/30/2005
HI164848,Mary,Brown, Female,24,Rigger , Dry Docks,4,22,6/13/2005
HI093131,Jessica,Davis, Female,49,Rigger , Fabrication Shops,1,18,7/11/2005
HI799772,Barbara,Jones, Female,64,Rigger , Wet Docks,2,28,7/18/2005
HI799464,Charles,Miller, Male,51,Rigger , Dry Docks,3,25,8/22/2005
HI034138,Barbara,Johnson, Female,53,Rigger , Dry Docks,3,28,8/29/2005
HI266164,Jessica,Miller, Female,31,Rigger , Cranes and Heavy Lifting Equipment,4,18,9/26/2005
HI906850,Barbara,Johnson, Female,23,Rigger , Storage Areas,2,18,11/7/2005
HI262454,Sarah,Rodriguez, Female,62,Rigger , Paint Shops,1,18,11/28/2005
HI012194,Richard,Garcia, Male,20,Rigger , Cranes and Heavy Lifting Equipment,2,28,11/28/2005
HI010759,Barbara,Johnson, Female,32,Rigger , Fabrication Shops,1,18,12/26/2005
HI245792,Robert,Johnson, Male,49,Rigger , Storage Areas,4,18,1/9/2006
HI001565,Susan,Johnson, Female,39,Rigger , Storage Areas,4,25,1/9/2006
HI921124,David,Rodriguez, Male,61,Rigger , Paint Shops,4,18,1/16/2006
HI647511,Patricia,Williams, Female,32,Rigger , Dry Docks,3,18,1/23/2006
HI380811,John,Johnson, Male,21,Rigger , Testing Facilities,4,25,1/30/2006
HI688388,Joseph,Brown, Male,57,Rigger , Dry Docks,2,22,1/30/2006
HI878469,Jennifer,Miller, Female,52,Rigger , Outfitting Docks,1,28,2/6/2006
HI539712,Michael,Martinez, Male,18,Rigger , Slipways,3,18,3/13/2006
HI480667,Elizabeth,Miller, Female,51,Rigger , Testing Facilities,3,25,3/20/2006
HI983052,Mary,Smith, Female,24,Rigger , Testing Facilities,2,22,3/27/2006
HI570350,Jennifer,Davis, Female,42,Rigger , Cranes and Heavy Lifting Equipment,2,28,3/27/2006
HI792457,James,Rodriguez, Male,37,Rigger , Cranes and Heavy Lifting Equipment,2,25,5/29/2006
HI723467,Elizabeth,Davis, Female,45,Rigger , Cranes and Heavy Lifting Equipment,2,25,6/5/2006
HI177496,James,Garcia, Male,32,Rigger , Fabrication Shops,3,25,6/5/2006
HI304847,Barbara,Smith, Female,40,Rigger , Outfitting Docks,4,25,6/26/2006
HI070532,John,Garcia, Male,41,Rigger , Storage Areas,4,25,7/17/2006
HI861412,Charles,Smith, Male,39,Rigger , Administrative Offices,2,28,9/18/2006
HI938459,Susan,Johnson, Female,23,Rigger , Dry Docks,1,22,9/25/2006
HI032162,Susan,Rodriguez, Female,64,Rigger , Dry Docks,2,18,10/23/2006
HI096758,Charles,Williams, Male,31,Rigger , Dry Docks,1,22,10/30/2006
HI323269,Elizabeth,Miller, Female,22,Rigger , Fabrication Shops,4,18,11/13/2006
HI251884,Michael,Johnson, Male,22,Rigger , Administrative Offices,2,28,11/20/2006
HI675444,Jessica,Jones, Female,59,Rigger , Wet Docks,4,22,12/11/2006
HI258653,Sarah,Miller, Female,32,Rigger , Paint Shops,3,28,12/18/2006
HI485109,Michael,Brown, Unknown,30,Rigger , Outfitting Docks,2,22,1/8/2007
HI994862,Elizabeth,Smith, Female,63,Rigger , Outfitting Docks,2,28,1/8/2007
HI056564,Charles,Williams, Male,29,Rigger , Cranes and Heavy Lifting Equipment,4,25,1/22/2007
HI798659,Karen,Davis, Female,45,Rigger , Paint Shops,1,25,2/12/2007
HI116351,Robert,Williams, Male,39,Rigger , Testing Facilities,3,28,2/12/2007
